AGREGAÇÃO,LOCALIDADE,RECONHECIMENTO,GESTOR,TIPO,FONTE,EIXO,SUBEIXO,FINALIDADE,PAGO/CONCEDIDO,PAGO_CONCEDIDO_NUM,GESTOR_NOME,GESTOR_SIGLA_NOME
Municipal,LAGOA VERMELHA,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,118927.0,118927.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAGOA VERMELHA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,40275.2,40275.2,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LAGOA VERMELHA,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,15200.0,15200.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LAGOA VERMELHA,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,2052050.0,2052050.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAGOA VERMELHA,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,5819108.544235345,5819108.544235345,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAGOA VERMELHA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,2626603.6,2626603.6,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAGOA VERMELHA,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),900000.0,900000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAGOA VERMELHA,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,22267046.849999998,22267046.849999998,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAGOA VERMELHA,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,11196889.579999983,11196889.579999983,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,LAGOA VERMELHA,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,9290.83,9290.83,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,LAGOA VERMELHA,Situação de Emergência,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,"Vigilância epidemiológica: rede de frios, computadores e vacinas",441074.0,441074.0,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,LAGOA VERMELHA,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,9957870.39,9957870.39,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAGOA VERMELHA,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,1898994.0,1898994.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAGOA VERMELHA,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,1022280.34,1022280.34,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAGOÃO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,6834.0,6834.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAGOÃO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,527696.0,527696.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAGOÃO,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,26810.0,26810.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAGOÃO,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,10174.2,10174.2,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LAGOÃO,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,22800.0,22800.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LAGOÃO,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,176515.0,176515.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAGOÃO,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,137518.25712793734,137518.25712793734,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAGOÃO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,181108.0,181108.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAGOÃO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,1636679.2,1636679.2,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAGOÃO,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,734871.0,734871.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAGOÃO,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",200000.0,200000.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,LAGOÃO,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,2483119.8799999994,2483119.8799999994,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,LAGOÃO,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,4375.84,4375.84,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,LAGOÃO,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,468134.66,468134.66,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAGOÃO,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,100033.0,100033.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAGOÃO,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,28899.18,28899.18,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAJEADO,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,74256.0,74256.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAJEADO,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,1356950.0,1356950.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAJEADO,Estado de Calamidade Pública,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do BPC,1414824.0,1414824.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAJEADO,Estado de Calamidade Pública,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,195250.0,195250.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAJEADO,Estado de Calamidade Pública,MDS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Assistência Social,"Segurança alimentar e assistência social: PAA, cestas, abrigos e parcela extra SUAS",660000.0,660000.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAJEADO,Estado de Calamidade Pública,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,207310.2,207310.2,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LAJEADO,Estado de Calamidade Pública,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,167200.0,167200.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LAJEADO,Estado de Calamidade Pública,MEC/MCTI,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação de Bolsas de Pós-Graduação,710486.0,710486.0,"Ministério da Educação / Ministério da Ciência, Tecnologia e Inovação","MEC/MCTI (Ministério da Educação / Ministério da Ciência, Tecnologia e Inovação)"
Municipal,LAJEADO,Estado de Calamidade Pública,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,7232357.0,7232357.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAJEADO,Estado de Calamidade Pública,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,118290589.2910264,118290589.2910264,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAJEADO,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,1014929.3,1014929.3,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAJEADO,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,119714782.29999998,119714782.29999998,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAJEADO,Estado de Calamidade Pública,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),96993052.65,96993052.65,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAJEADO,Estado de Calamidade Pública,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,463953049.24,463953049.24,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAJEADO,Estado de Calamidade Pública,MF,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Fundo de Participação dos Municípios,Fundo de Participação dos Municípios (FPM),5816254.45,5816254.45,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAJEADO,Estado de Calamidade Pública,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,17192100.0,17192100.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,LAJEADO,Estado de Calamidade Pública,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",8527797.370000001,8527797.370000001,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,LAJEADO,Estado de Calamidade Pública,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,43949691.689999856,43949691.689999856,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,LAJEADO,Estado de Calamidade Pública,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,420110.71,420110.71,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,LAJEADO,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,Atenção especializada - custeio de serviços: Aumento demanda,6487147.4,6487147.4,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,LAJEADO,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,Atenção Primária - custeio de serviços: aumento demanda,1330297.71,1330297.71,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,LAJEADO,Estado de Calamidade Pública,MS,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Saúde,"Vigilância epidemiológica: rede de frios, computadores e vacinas",1884961.0,1884961.0,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,LAJEADO,Estado de Calamidade Pública,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,66348301.74,66348301.74,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAJEADO,Estado de Calamidade Pública,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,10976930.0,10976930.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAJEADO,Estado de Calamidade Pública,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,4469387.02,4469387.02,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,2142.0,2142.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,244087.0,244087.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,16350.0,16350.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,7630.0,7630.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,7600.0,7600.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,46216.0,46216.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,8308.331393939394,8308.331393939394,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,539152.76,539152.76,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,840026.91,840026.91,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,1054798.49,1054798.49,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,15108.29,15108.29,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,276912.1,276912.1,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,98378.0,98378.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAJEADO DO BUGRE,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,23376.02,23376.02,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAVRAS DO SUL,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,18360.0,18360.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAVRAS DO SUL,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,462969.0,462969.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAVRAS DO SUL,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,13990.0,13990.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LAVRAS DO SUL,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,10751.0,10751.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LAVRAS DO SUL,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,30400.0,30400.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LAVRAS DO SUL,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,767053.0,767053.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAVRAS DO SUL,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,870554.7076566757,870554.7076566757,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAVRAS DO SUL,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,746000.0,746000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAVRAS DO SUL,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,739791.0,739791.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAVRAS DO SUL,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Empresas,Programa Emergencial de Acesso a Crédito (PEAC),1534985.24,1534985.24,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAVRAS DO SUL,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,43644218.730000004,43644218.730000004,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LAVRAS DO SUL,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",28483.5,28483.5,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,LAVRAS DO SUL,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,2439465.5599999996,2439465.5599999996,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,LAVRAS DO SUL,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,20032.78,20032.78,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,LAVRAS DO SUL,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,972756.9,972756.9,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAVRAS DO SUL,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,304553.0,304553.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LAVRAS DO SUL,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,146269.31,146269.31,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LIBERATO SALZANO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,816.0,816.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LIBERATO SALZANO,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,209158.0,209158.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LIBERATO SALZANO,Situação de Emergência,MDS,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Bolsa Família: novas famílias incluídas,9600.0,9600.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LIBERATO SALZANO,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Alimentação escolar: parcela extra,6688.6,6688.6,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LIBERATO SALZANO,Situação de Emergência,MEC,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Educação,Programa Dinheiro Direto na Escola (PDDE): limpeza e reparos,30400.0,30400.0,Ministério da Educação,MEC (Ministério da Educação)
Municipal,LIBERATO SALZANO,Situação de Emergência,MF,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do IRPF,143317.0,143317.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LIBERATO SALZANO,Situação de Emergência,MF,Prorrogação,Financiamento,Apoio às Empresas,Prorrogações,Prorrogação de tributos e suspensão de dívidas,942033.3931034483,942033.3931034483,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LIBERATO SALZANO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAF/PRONAMP,7464562.5,7464562.5,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LIBERATO SALZANO,Situação de Emergência,MF,Recursos Novos,Financiamento,Apoio às Empresas,Crédito para Agricultores,PRONAMPE SOLIDÁRIO,120000.0,120000.0,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LIBERATO SALZANO,Situação de Emergência,MF,Recursos Novos,Orçamento Federal,Apoio às Empresas,Crédito para Empresas,Crédito a empresas de todos os portes via Fundo Social,391185.82,391185.82,Ministério da Fazenda,MF (Ministério da Fazenda)
Municipal,LIBERATO SALZANO,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Auxílio Reconstrução,591600.0,591600.0,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,LIBERATO SALZANO,Situação de Emergência,MIDR,Recursos Novos,Orçamento Federal,Medidas para os Municípios,Defesa Civil,"Defesa Civil: resgate, resposta e reconstrução",586295.71,586295.71,Ministério da Integração e do Desenvolvimento Regional,MIDR (Ministério da Integração e do Desenvolvimento Regional)
Municipal,LIBERATO SALZANO,Situação de Emergência,MPS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação dos Benefícios Previdenciários,2798942.4299999997,2798942.4299999997,Ministério da Previdência Social,MPS (Ministério da Previdência Social)
Municipal,LIBERATO SALZANO,Situação de Emergência,MS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Piso Nacional da Enfermagem,2681.54,2681.54,Ministério da Saúde,MS (Ministério da Saúde)
Municipal,LIBERATO SALZANO,Situação de Emergência,MTE,Antecipação,Financiamento,Cuidado com as Pessoas,Antecipação,FGTS - Saque Calamidade,976907.38,976907.38,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LIBERATO SALZANO,Situação de Emergência,MTE,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Abono Salarial,147803.0,147803.0,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LIBERATO SALZANO,Situação de Emergência,MTE,Recursos Novos,Orçamento Federal,Cuidado com as Pessoas,Recursos Novos,Seguro desemprego,38783.96,38783.96,Ministério do Trabalho e Emprego,MTE (Ministério do Trabalho e Emprego)
Municipal,LINDOLFO COLLOR,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Auxílio-Gas,11322.0,11322.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
Municipal,LINDOLFO COLLOR,Situação de Emergência,MDS,Antecipação,Orçamento Federal,Cuidado com as Pessoas,Antecipação,Antecipação do Bolsa-Família,170149.0,170149.0,"Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome","MDS (Ministério do Desenvolvimento Social e Assistência Social, Família e Combate a Fome)"
